[INFO ] 2016-12-14 20:19:56,632 -- WorkingPath: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/
[INFO ] 2016-12-14 20:19:56,638 -- Your original rating data path: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/Data_InCarMusic.csv
[INFO ] 2016-12-14 20:19:56,638 -- Current working path: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/
[WARN ] 2016-12-14 20:19:56,639 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2016-12-14 20:19:56,757 -- Data transformaton completed (from Compact to Binary format). See new rating file: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2016-12-14 20:19:56,767 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2016-12-14 20:19:56,768 -- DataPath: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2016-12-14 20:19:56,888 -- Rating data set has been successfully loaded.
[INFO ] 2016-12-14 20:19:56,897 -- 
/***************************************************************************************************************************************************
 *
 * Dataset: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 42
 * Item amount: 139
 * Rate amount: 3938
 * Context dimensions: 8 (drivingstyle, landscape, mood, naturalphenomena, roadtype, sleepiness, trafficconditions, weather)
 * Context conditions: 34 (drivingstyle: 3, landscape: 5, mood: 5, naturalphenomena: 5, roadtype: 4, sleepiness: 3, trafficconditions: 4, weather: 5)
 * Context situations: 27
 * Data density: 0.0007%
 * Scale distribution: [2.0 x 705, 4.0 x 513, 0.0 x 122, 1.0 x 1452, 5.0 x 494, 3.0 x 652]
 * Average value of all ratings: 2.447647
 * Standard deviation of all ratings: 1.474440
 * Mode of all rating values: 1.000000
 * Median of all rating values: 2.000000
 *
 ***************************************************************************************************************************************************/
[INFO ] 2016-12-14 20:19:56,898 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2016-12-14 20:19:56,915 -- Fold [1]: training amount: 3029, test amount: 753
[DEBUG] 2016-12-14 20:19:56,924 -- Fold [2]: training amount: 3025, test amount: 757
[DEBUG] 2016-12-14 20:19:56,930 -- Fold [3]: training amount: 3023, test amount: 759
[DEBUG] 2016-12-14 20:19:56,937 -- Fold [4]: training amount: 3025, test amount: 757
[DEBUG] 2016-12-14 20:19:56,945 -- Fold [5]: training amount: 3026, test amount: 756
[DEBUG] 2016-12-14 20:19:57,826 -- SVD++ fold [4] iter 64: loss = 0.93112785, delta_loss = 0.010950999, learn_rate = 0.04447425
[DEBUG] 2016-12-14 20:19:57,829 -- SVD++ fold [5] iter 56: loss = 1.0180067, delta_loss = 0.011722374, learn_rate = 0.2787739
[DEBUG] 2016-12-14 20:19:57,829 -- SVD++ fold [2] iter 76: loss = 0.8545336, delta_loss = 0.0034937197, learn_rate = 0.07986937
[DEBUG] 2016-12-14 20:19:57,830 -- SVD++ fold [4] iter 65: loss = 0.9250099, delta_loss = 0.006117948, learn_rate = 0.046697963
[DEBUG] 2016-12-14 20:19:57,831 -- SVD++ fold [1] iter 67: loss = 0.9108693, delta_loss = 0.0071613, learn_rate = 0.10811746
[DEBUG] 2016-12-14 20:19:57,833 -- SVD++ fold [3] iter 59: loss = 1.0499136, delta_loss = -0.10380233, learn_rate = 0.15367413
[DEBUG] 2016-12-14 20:19:57,834 -- SVD++ fold [4] iter 66: loss = 0.92060226, delta_loss = 0.0044076727, learn_rate = 0.049032863
[DEBUG] 2016-12-14 20:19:57,836 -- SVD++ fold [5] iter 57: loss = 1.0080737, delta_loss = 0.009933068, learn_rate = 0.2927126
[DEBUG] 2016-12-14 20:19:57,837 -- SVD++ fold [2] iter 77: loss = 0.85097253, delta_loss = 0.003561042, learn_rate = 0.08386283
[DEBUG] 2016-12-14 20:19:57,838 -- SVD++ fold [4] iter 67: loss = 0.91692984, delta_loss = 0.0036724387, learn_rate = 0.051484507
[DEBUG] 2016-12-14 20:19:57,838 -- SVD++ fold [1] iter 68: loss = 0.90434206, delta_loss = 0.0065272073, learn_rate = 0.113523334
[DEBUG] 2016-12-14 20:19:57,840 -- SVD++ fold [3] iter 60: loss = 1.1093304, delta_loss = -0.05941677, learn_rate = 0.07683706
[DEBUG] 2016-12-14 20:19:57,842 -- SVD++ fold [4] iter 68: loss = 0.9135983, delta_loss = 0.0033314913, learn_rate = 0.05405873
[DEBUG] 2016-12-14 20:19:57,843 -- SVD++ fold [5] iter 58: loss = 1.0074272, delta_loss = 6.464839E-4, learn_rate = 0.30734825
[DEBUG] 2016-12-14 20:19:57,845 -- SVD++ fold [1] iter 69: loss = 0.89812475, delta_loss = 0.0062173246, learn_rate = 0.1191995
[DEBUG] 2016-12-14 20:19:57,846 -- SVD++ fold [4] iter 69: loss = 0.9104234, delta_loss = 0.0031749464, learn_rate = 0.056761667
[DEBUG] 2016-12-14 20:19:57,846 -- SVD++ fold [3] iter 61: loss = 0.93384904, delta_loss = 0.17548141, learn_rate = 0.03841853
[DEBUG] 2016-12-14 20:19:57,849 -- SVD++ fold [5] iter 59: loss = 1.0818585, delta_loss = -0.0744313, learn_rate = 0.32271564
[DEBUG] 2016-12-14 20:19:57,850 -- SVD++ fold [4] iter 70: loss = 0.9073089, delta_loss = 0.0031144724, learn_rate = 0.05959975
[DEBUG] 2016-12-14 20:19:57,851 -- SVD++ fold [2] iter 78: loss = 0.8473278, delta_loss = 0.0036447411, learn_rate = 0.088055976
[DEBUG] 2016-12-14 20:19:57,852 -- SVD++ fold [1] iter 70: loss = 0.8920113, delta_loss = 0.006113494, learn_rate = 0.12515947
[DEBUG] 2016-12-14 20:19:57,852 -- SVD++ fold [3] iter 62: loss = 0.9137525, delta_loss = 0.020096533, learn_rate = 0.040339455
[DEBUG] 2016-12-14 20:19:57,856 -- SVD++ fold [5] iter 60: loss = 1.507968, delta_loss = -0.4261095, learn_rate = 0.16135782
[DEBUG] 2016-12-14 20:19:57,857 -- SVD++ fold [2] iter 79: loss = 0.8435857, delta_loss = 0.003742076, learn_rate = 0.09245878
[DEBUG] 2016-12-14 20:19:57,857 -- SVD++ fold [3] iter 63: loss = 0.9070702, delta_loss = 0.006682323, learn_rate = 0.04235643
[DEBUG] 2016-12-14 20:19:57,858 -- SVD++ fold [1] iter 71: loss = 0.8858817, delta_loss = 0.0061295135, learn_rate = 0.13141745
[DEBUG] 2016-12-14 20:19:57,861 -- SVD++ fold [3] iter 64: loss = 0.9030547, delta_loss = 0.004015491, learn_rate = 0.04447425
[DEBUG] 2016-12-14 20:19:57,863 -- SVD++ fold [4] iter 71: loss = 0.9041996, delta_loss = 0.003109311, learn_rate = 0.062579736
[DEBUG] 2016-12-14 20:19:57,863 -- SVD++ fold [5] iter 61: loss = 1.6644348, delta_loss = -0.15646683, learn_rate = 0.08067891
[DEBUG] 2016-12-14 20:19:57,863 -- SVD++ fold [2] iter 80: loss = 0.8397342, delta_loss = 0.0038515062, learn_rate = 0.09708171
[DEBUG] 2016-12-14 20:19:57,865 -- SVD++ fold [3] iter 65: loss = 0.89987576, delta_loss = 0.0031789478, learn_rate = 0.046697963
[DEBUG] 2016-12-14 20:19:57,865 -- SVD++ fold [1] iter 72: loss = 0.87967944, delta_loss = 0.006202297, learn_rate = 0.13798831
[DEBUG] 2016-12-14 20:19:57,870 -- SVD++ fold [3] iter 66: loss = 0.8970295, delta_loss = 0.0028462207, learn_rate = 0.049032863
[DEBUG] 2016-12-14 20:19:57,870 -- SVD++ fold [4] iter 72: loss = 0.9010602, delta_loss = 0.0031393915, learn_rate = 0.06570873
[DEBUG] 2016-12-14 20:19:57,870 -- SVD++ fold [2] iter 81: loss = 0.835762, delta_loss = 0.0039721923, learn_rate = 0.1019358
[DEBUG] 2016-12-14 20:19:57,870 -- SVD++ fold [5] iter 62: loss = 1.1014829, delta_loss = 0.56295186, learn_rate = 0.040339455
[DEBUG] 2016-12-14 20:19:57,873 -- SVD++ fold [1] iter 73: loss = 0.87338126, delta_loss = 0.0062981714, learn_rate = 0.14488773
[DEBUG] 2016-12-14 20:19:57,874 -- SVD++ fold [3] iter 67: loss = 0.89432156, delta_loss = 0.0027079806, learn_rate = 0.051484507
[DEBUG] 2016-12-14 20:19:57,877 -- SVD++ fold [2] iter 82: loss = 0.83165836, delta_loss = 0.004103663, learn_rate = 0.10703259
[DEBUG] 2016-12-14 20:19:57,877 -- SVD++ fold [4] iter 73: loss = 0.8978659, delta_loss = 0.00319431, learn_rate = 0.06899416
[DEBUG] 2016-12-14 20:19:57,877 -- SVD++ fold [5] iter 63: loss = 1.0151055, delta_loss = 0.08637742, learn_rate = 0.04235643
[DEBUG] 2016-12-14 20:19:57,878 -- SVD++ fold [3] iter 68: loss = 0.89166135, delta_loss = 0.002660218, learn_rate = 0.05405873
[DEBUG] 2016-12-14 20:19:57,880 -- SVD++ fold [1] iter 74: loss = 0.8669696, delta_loss = 0.0064117117, learn_rate = 0.15213212
[DEBUG] 2016-12-14 20:19:57,883 -- SVD++ fold [3] iter 69: loss = 0.88899934, delta_loss = 0.0026620203, learn_rate = 0.056761667
[DEBUG] 2016-12-14 20:19:57,884 -- SVD++ fold [2] iter 83: loss = 0.8274128, delta_loss = 0.004245591, learn_rate = 0.112384215
[DEBUG] 2016-12-14 20:19:57,884 -- SVD++ fold [4] iter 74: loss = 0.89459753, delta_loss = 0.0032683762, learn_rate = 0.072443865
[DEBUG] 2016-12-14 20:19:57,884 -- SVD++ fold [5] iter 64: loss = 0.9852028, delta_loss = 0.029902717, learn_rate = 0.04447425
[DEBUG] 2016-12-14 20:19:57,887 -- SVD++ fold [1] iter 75: loss = 0.86042315, delta_loss = 0.0065464065, learn_rate = 0.15973873
[DEBUG] 2016-12-14 20:19:57,887 -- SVD++ fold [3] iter 70: loss = 0.8863041, delta_loss = 0.0026952578, learn_rate = 0.05959975
[DEBUG] 2016-12-14 20:19:57,891 -- SVD++ fold [2] iter 84: loss = 0.82301515, delta_loss = 0.0043976274, learn_rate = 0.11800343
[DEBUG] 2016-12-14 20:19:57,891 -- SVD++ fold [4] iter 75: loss = 0.8912393, delta_loss = 0.003358226, learn_rate = 0.07606606
[DEBUG] 2016-12-14 20:19:57,891 -- SVD++ fold [5] iter 65: loss = 0.9698574, delta_loss = 0.015345388, learn_rate = 0.046697963
[DEBUG] 2016-12-14 20:19:57,891 -- SVD++ fold [3] iter 71: loss = 0.88355327, delta_loss = 0.0027507935, learn_rate = 0.062579736
[DEBUG] 2016-12-14 20:19:57,893 -- SVD++ fold [1] iter 76: loss = 0.8537158, delta_loss = 0.006707384, learn_rate = 0.16772567
[DEBUG] 2016-12-14 20:19:57,896 -- SVD++ fold [4] iter 76: loss = 0.8877776, delta_loss = 0.00346165, learn_rate = 0.07986937
[DEBUG] 2016-12-14 20:19:57,897 -- SVD++ fold [3] iter 72: loss = 0.8807298, delta_loss = 0.0028234725, learn_rate = 0.06570873
[DEBUG] 2016-12-14 20:19:57,898 -- SVD++ fold [5] iter 66: loss = 0.95969087, delta_loss = 0.010166542, learn_rate = 0.049032863
[DEBUG] 2016-12-14 20:19:57,900 -- SVD++ fold [2] iter 85: loss = 0.8184558, delta_loss = 0.004559307, learn_rate = 0.1239036
[DEBUG] 2016-12-14 20:19:57,901 -- SVD++ fold [4] iter 77: loss = 0.8842006, delta_loss = 0.003577044, learn_rate = 0.08386283
[DEBUG] 2016-12-14 20:19:57,901 -- SVD++ fold [1] iter 77: loss = 0.8468251, delta_loss = 0.0068906355, learn_rate = 0.17611195
[DEBUG] 2016-12-14 20:19:57,904 -- SVD++ fold [3] iter 73: loss = 0.87781966, delta_loss = 0.0029101074, learn_rate = 0.06899416
[DEBUG] 2016-12-14 20:19:57,905 -- SVD++ fold [5] iter 67: loss = 0.9521356, delta_loss = 0.0075552175, learn_rate = 0.051484507
[DEBUG] 2016-12-14 20:19:57,905 -- SVD++ fold [4] iter 78: loss = 0.88049746, delta_loss = 0.003703164, learn_rate = 0.088055976
[DEBUG] 2016-12-14 20:19:57,907 -- SVD++ fold [2] iter 86: loss = 0.8137258, delta_loss = 0.0047300146, learn_rate = 0.13009878
[DEBUG] 2016-12-14 20:19:57,910 -- SVD++ fold [1] iter 78: loss = 0.8397354, delta_loss = 0.0070897774, learn_rate = 0.18491755
[DEBUG] 2016-12-14 20:19:57,910 -- SVD++ fold [4] iter 79: loss = 0.8766584, delta_loss = 0.0038390206, learn_rate = 0.09245878
[DEBUG] 2016-12-14 20:19:57,911 -- SVD++ fold [3] iter 74: loss = 0.8748111, delta_loss = 0.0030085652, learn_rate = 0.072443865
[DEBUG] 2016-12-14 20:19:57,911 -- SVD++ fold [5] iter 68: loss = 0.9460522, delta_loss = 0.0060834186, learn_rate = 0.05405873
[DEBUG] 2016-12-14 20:19:57,914 -- SVD++ fold [2] iter 87: loss = 0.8088168, delta_loss = 0.00490902, learn_rate = 0.13660371
[DEBUG] 2016-12-14 20:19:57,915 -- SVD++ fold [4] iter 80: loss = 0.8726746, delta_loss = 0.003983823, learn_rate = 0.09708171
[DEBUG] 2016-12-14 20:19:57,917 -- SVD++ fold [1] iter 79: loss = 0.8324376, delta_loss = 0.0072977724, learn_rate = 0.19416343
[DEBUG] 2016-12-14 20:19:57,917 -- SVD++ fold [3] iter 75: loss = 0.8716938, delta_loss = 0.0031173215, learn_rate = 0.07606606
[DEBUG] 2016-12-14 20:19:57,918 -- SVD++ fold [5] iter 69: loss = 0.9408511, delta_loss = 0.005201128, learn_rate = 0.056761667
[DEBUG] 2016-12-14 20:19:57,920 -- SVD++ fold [4] iter 81: loss = 0.86853766, delta_loss = 0.004136941, learn_rate = 0.1019358
[DEBUG] 2016-12-14 20:19:57,921 -- SVD++ fold [2] iter 88: loss = 0.80372125, delta_loss = 0.0050955387, learn_rate = 0.1434339
[DEBUG] 2016-12-14 20:19:57,924 -- SVD++ fold [1] iter 80: loss = 0.82493293, delta_loss = 0.0075046294, learn_rate = 0.2038716
[DEBUG] 2016-12-14 20:19:57,924 -- SVD++ fold [4] iter 82: loss = 0.86423975, delta_loss = 0.0042978697, learn_rate = 0.10703259
[DEBUG] 2016-12-14 20:19:57,924 -- SVD++ fold [3] iter 76: loss = 0.86845857, delta_loss = 0.00323524, learn_rate = 0.07986937
[DEBUG] 2016-12-14 20:19:57,925 -- SVD++ fold [5] iter 70: loss = 0.9362022, delta_loss = 0.0046488624, learn_rate = 0.05959975
[DEBUG] 2016-12-14 20:19:57,928 -- SVD++ fold [4] iter 83: loss = 0.8597736, delta_loss = 0.0044662063, learn_rate = 0.112384215
[DEBUG] 2016-12-14 20:19:57,928 -- SVD++ fold [2] iter 89: loss = 0.79843247, delta_loss = 0.0052887956, learn_rate = 0.1506056
[DEBUG] 2016-12-14 20:19:57,930 -- SVD++ fold [1] iter 81: loss = 0.81721616, delta_loss = 0.007716807, learn_rate = 0.21406518
[DEBUG] 2016-12-14 20:19:57,931 -- SVD++ fold [3] iter 77: loss = 0.8650971, delta_loss = 0.0033614528, learn_rate = 0.08386283
[DEBUG] 2016-12-14 20:19:57,932 -- SVD++ fold [5] iter 71: loss = 0.9319057, delta_loss = 0.0042965403, learn_rate = 0.062579736
[DEBUG] 2016-12-14 20:19:57,933 -- SVD++ fold [4] iter 84: loss = 0.8551319, delta_loss = 0.0046416256, learn_rate = 0.11800343
[DEBUG] 2016-12-14 20:19:57,935 -- SVD++ fold [2] iter 90: loss = 0.79294443, delta_loss = 0.0054880693, learn_rate = 0.15813588
[DEBUG] 2016-12-14 20:19:57,937 -- SVD++ fold [4] iter 85: loss = 0.85030806, delta_loss = 0.0048238584, learn_rate = 0.1239036
[DEBUG] 2016-12-14 20:19:57,937 -- SVD++ fold [3] iter 78: loss = 0.8616018, delta_loss = 0.0034952937, learn_rate = 0.088055976
[DEBUG] 2016-12-14 20:19:57,937 -- SVD++ fold [1] iter 82: loss = 0.8094382, delta_loss = 0.0077779163, learn_rate = 0.22476843
[DEBUG] 2016-12-14 20:19:57,938 -- SVD++ fold [5] iter 72: loss = 0.92783076, delta_loss = 0.0040749335, learn_rate = 0.06570873
[DEBUG] 2016-12-14 20:19:57,942 -- SVD++ fold [4] iter 86: loss = 0.8452954, delta_loss = 0.00501267, learn_rate = 0.13009878
[DEBUG] 2016-12-14 20:19:57,942 -- SVD++ fold [2] iter 91: loss = 0.7872517, delta_loss = 0.005692708, learn_rate = 0.16604267
[DEBUG] 2016-12-14 20:19:57,944 -- SVD++ fold [3] iter 79: loss = 0.8579656, delta_loss = 0.0036362486, learn_rate = 0.09245878
[DEBUG] 2016-12-14 20:19:57,944 -- SVD++ fold [1] iter 83: loss = 0.8021903, delta_loss = 0.007247935, learn_rate = 0.23600686
[DEBUG] 2016-12-14 20:19:57,945 -- SVD++ fold [5] iter 73: loss = 0.92388654, delta_loss = 0.0039442037, learn_rate = 0.06899416
[DEBUG] 2016-12-14 20:19:57,946 -- SVD++ fold [4] iter 87: loss = 0.8400876, delta_loss = 0.0052078343, learn_rate = 0.13660371
[DEBUG] 2016-12-14 20:19:57,949 -- SVD++ fold [2] iter 92: loss = 0.78134954, delta_loss = 0.0059021316, learn_rate = 0.17434481
[DEBUG] 2016-12-14 20:19:57,950 -- SVD++ fold [4] iter 88: loss = 0.8346785, delta_loss = 0.005409111, learn_rate = 0.1434339
[DEBUG] 2016-12-14 20:19:57,950 -- SVD++ fold [3] iter 80: loss = 0.85418165, delta_loss = 0.003783923, learn_rate = 0.09708171
[DEBUG] 2016-12-14 20:19:57,951 -- SVD++ fold [1] iter 84: loss = 0.80873555, delta_loss = -0.0065452466, learn_rate = 0.2478072
[DEBUG] 2016-12-14 20:19:57,952 -- SVD++ fold [5] iter 74: loss = 0.92000717, delta_loss = 0.0038793907, learn_rate = 0.072443865
[DEBUG] 2016-12-14 20:19:57,954 -- SVD++ fold [4] iter 89: loss = 0.8290622, delta_loss = 0.005616228, learn_rate = 0.1506056
[DEBUG] 2016-12-14 20:19:57,956 -- SVD++ fold [2] iter 93: loss = 0.77523375, delta_loss = 0.006115823, learn_rate = 0.18306205
[DEBUG] 2016-12-14 20:19:57,957 -- SVD++ fold [3] iter 81: loss = 0.8502436, delta_loss = 0.0039380146, learn_rate = 0.1019358
[DEBUG] 2016-12-14 20:19:57,958 -- SVD++ fold [1] iter 85: loss = 0.87230915, delta_loss = -0.06357358, learn_rate = 0.1239036
[DEBUG] 2016-12-14 20:19:57,958 -- SVD++ fold [4] iter 90: loss = 0.82323337, delta_loss = 0.0058288756, learn_rate = 0.15813588
[DEBUG] 2016-12-14 20:19:57,959 -- SVD++ fold [5] iter 75: loss = 0.9161435, delta_loss = 0.0038636948, learn_rate = 0.07606606
[DEBUG] 2016-12-14 20:19:57,962 -- SVD++ fold [4] iter 91: loss = 0.81718665, delta_loss = 0.006046707, learn_rate = 0.16604267
[DEBUG] 2016-12-14 20:19:57,964 -- SVD++ fold [2] iter 94: loss = 0.76890045, delta_loss = 0.006333313, learn_rate = 0.19221514
[DEBUG] 2016-12-14 20:19:57,965 -- SVD++ fold [3] iter 82: loss = 0.84614533, delta_loss = 0.004098289, learn_rate = 0.10703259
[DEBUG] 2016-12-14 20:19:57,965 -- SVD++ fold [1] iter 86: loss = 0.83020127, delta_loss = 0.042107835, learn_rate = 0.0619518
[DEBUG] 2016-12-14 20:19:57,966 -- SVD++ fold [5] iter 76: loss = 0.91225815, delta_loss = 0.0038852964, learn_rate = 0.07986937
[DEBUG] 2016-12-14 20:19:57,966 -- SVD++ fold [4] iter 92: loss = 0.8109173, delta_loss = 0.006269348, learn_rate = 0.17434481
[DEBUG] 2016-12-14 20:19:57,970 -- SVD++ fold [4] iter 93: loss = 0.8044209, delta_loss = 0.0064964048, learn_rate = 0.18306205
[DEBUG] 2016-12-14 20:19:57,971 -- SVD++ fold [2] iter 95: loss = 0.76234627, delta_loss = 0.0065541696, learn_rate = 0.2018259
[DEBUG] 2016-12-14 20:19:57,971 -- SVD++ fold [3] iter 83: loss = 0.8418808, delta_loss = 0.0042645643, learn_rate = 0.112384215
[DEBUG] 2016-12-14 20:19:57,971 -- SVD++ fold [1] iter 87: loss = 0.78063047, delta_loss = 0.049570806, learn_rate = 0.06504939
[DEBUG] 2016-12-14 20:19:57,972 -- SVD++ fold [5] iter 77: loss = 0.90832245, delta_loss = 0.003935721, learn_rate = 0.08386283
[DEBUG] 2016-12-14 20:19:57,974 -- SVD++ fold [4] iter 94: loss = 0.79769343, delta_loss = 0.0067274645, learn_rate = 0.19221514
[DEBUG] 2016-12-14 20:19:57,977 -- SVD++ fold [2] iter 96: loss = 0.75556827, delta_loss = 0.006777979, learn_rate = 0.2119172
[DEBUG] 2016-12-14 20:19:57,978 -- SVD++ fold [3] iter 84: loss = 0.83744407, delta_loss = 0.004436691, learn_rate = 0.11800343
[DEBUG] 2016-12-14 20:19:57,978 -- SVD++ fold [1] iter 88: loss = 0.7769891, delta_loss = 0.0036413874, learn_rate = 0.06830186
[DEBUG] 2016-12-14 20:19:57,979 -- SVD++ fold [4] iter 95: loss = 0.7907314, delta_loss = 0.006962095, learn_rate = 0.2018259
[DEBUG] 2016-12-14 20:19:57,979 -- SVD++ fold [5] iter 78: loss = 0.90431356, delta_loss = 0.004008887, learn_rate = 0.088055976
[DEBUG] 2016-12-14 20:19:57,983 -- SVD++ fold [4] iter 96: loss = 0.7835315, delta_loss = 0.007199838, learn_rate = 0.2119172
[DEBUG] 2016-12-14 20:19:57,984 -- SVD++ fold [2] iter 97: loss = 0.74856395, delta_loss = 0.0070043276, learn_rate = 0.22251306
[DEBUG] 2016-12-14 20:19:57,985 -- SVD++ fold [3] iter 85: loss = 0.83282954, delta_loss = 0.004614538, learn_rate = 0.1239036
[DEBUG] 2016-12-14 20:19:57,985 -- SVD++ fold [1] iter 89: loss = 0.7743225, delta_loss = 0.0026665947, learn_rate = 0.07171695
[DEBUG] 2016-12-14 20:19:57,986 -- SVD++ fold [5] iter 79: loss = 0.90021306, delta_loss = 0.004100477, learn_rate = 0.09245878
[DEBUG] 2016-12-14 20:19:57,986 -- SVD++ fold [4] iter 97: loss = 0.7760913, delta_loss = 0.007440211, learn_rate = 0.22251306
[DEBUG] 2016-12-14 20:19:57,990 -- SVD++ fold [4] iter 98: loss = 0.7684086, delta_loss = 0.0076827076, learn_rate = 0.23363872
[DEBUG] 2016-12-14 20:19:57,991 -- SVD++ fold [2] iter 98: loss = 0.7413312, delta_loss = 0.0072327624, learn_rate = 0.23363872
[DEBUG] 2016-12-14 20:19:57,991 -- SVD++ fold [3] iter 86: loss = 0.82803154, delta_loss = 0.0047979797, learn_rate = 0.13009878
[DEBUG] 2016-12-14 20:19:57,992 -- SVD++ fold [1] iter 90: loss = 0.7717114, delta_loss = 0.0026111181, learn_rate = 0.0753028
[DEBUG] 2016-12-14 20:19:57,992 -- SVD++ fold [5] iter 80: loss = 0.89600563, delta_loss = 0.0042074826, learn_rate = 0.09708171
[DEBUG] 2016-12-14 20:19:57,994 -- SVD++ fold [4] iter 99: loss = 0.7604818, delta_loss = 0.007926808, learn_rate = 0.24532065
[DEBUG] 2016-12-14 20:19:57,997 -- SVD++ fold [2] iter 99: loss = 0.7338684, delta_loss = 0.007462745, learn_rate = 0.24532065
[DEBUG] 2016-12-14 20:19:57,998 -- SVD++ fold [3] iter 87: loss = 0.82304466, delta_loss = 0.0049868817, learn_rate = 0.13660371
[DEBUG] 2016-12-14 20:19:57,998 -- SVD++ fold [4] iter 100: loss = 0.7523098, delta_loss = 0.008171969, learn_rate = 0.2575867
[DEBUG] 2016-12-14 20:19:57,998 -- SVD++ fold [4] evaluate test data ... 
[DEBUG] 2016-12-14 20:19:57,999 -- SVD++ fold [1] iter 91: loss = 0.7690471, delta_loss = 0.0026643157, learn_rate = 0.07906794
[DEBUG] 2016-12-14 20:19:57,999 -- SVD++ fold [5] iter 81: loss = 0.89167774, delta_loss = 0.004327862, learn_rate = 0.1019358
[DEBUG] 2016-12-14 20:19:58,004 -- SVD++ fold [2] iter 100: loss = 0.72617483, delta_loss = 0.0076936367, learn_rate = 0.2575867
[DEBUG] 2016-12-14 20:19:58,004 -- SVD++ fold [2] evaluate test data ... 
[DEBUG] 2016-12-14 20:19:58,004 -- SVD++ fold [3] iter 88: loss = 0.8178636, delta_loss = 0.0051810965, learn_rate = 0.1434339
[DEBUG] 2016-12-14 20:19:58,005 -- SVD++ fold [4] has writeen rating predictions to /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/SVD++-rating-predictions fold [4].txt
[DEBUG] 2016-12-14 20:19:58,005 -- SVD++ fold [1] iter 92: loss = 0.7662991, delta_loss = 0.002747954, learn_rate = 0.083021335
[DEBUG] 2016-12-14 20:19:58,007 -- SVD++ fold [5] iter 82: loss = 0.88721746, delta_loss = 0.0044602635, learn_rate = 0.10703259
[DEBUG] 2016-12-14 20:19:58,008 -- SVD++ fold [4]: MAE: 0.602222, RMSE: 0.967001, NAME: 0.120444, rMAE: 2.443857, rRMSE: 2.839614, MPE: 0.000000	Time: 00:01, 00:00	View: all
[DEBUG] 2016-12-14 20:19:58,009 -- SVD++ fold [3] iter 89: loss = 0.81248313, delta_loss = 0.0053804517, learn_rate = 0.1506056
[DEBUG] 2016-12-14 20:19:58,013 -- SVD++ fold [1] iter 93: loss = 0.7634529, delta_loss = 0.0028461968, learn_rate = 0.087172404
[DEBUG] 2016-12-14 20:19:58,013 -- SVD++ fold [3] iter 90: loss = 0.8068984, delta_loss = 0.005584745, learn_rate = 0.15813588
[DEBUG] 2016-12-14 20:19:58,013 -- SVD++ fold [5] iter 83: loss = 0.88261366, delta_loss = 0.004603803, learn_rate = 0.112384215
[DEBUG] 2016-12-14 20:19:58,015 -- SVD++ fold [2] has writeen rating predictions to /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/SVD++-rating-predictions fold [2].txt
[DEBUG] 2016-12-14 20:19:58,015 -- SVD++ fold [2]: MAE: 0.643467, RMSE: 0.967927, NAME: 0.128693, rMAE: 2.454425, rRMSE: 2.857237, MPE: 0.000000	Time: 00:01, 00:00	View: all
[DEBUG] 2016-12-14 20:19:58,017 -- SVD++ fold [3] iter 91: loss = 0.80110466, delta_loss = 0.0057937414, learn_rate = 0.16604267
[DEBUG] 2016-12-14 20:19:58,019 -- SVD++ fold [1] iter 94: loss = 0.7604986, delta_loss = 0.0029543121, learn_rate = 0.09153102
[DEBUG] 2016-12-14 20:19:58,020 -- SVD++ fold [5] iter 84: loss = 0.8778558, delta_loss = 0.0047578844, learn_rate = 0.11800343
[DEBUG] 2016-12-14 20:19:58,020 -- SVD++ fold [3] iter 92: loss = 0.7950975, delta_loss = 0.006007164, learn_rate = 0.17434481
[DEBUG] 2016-12-14 20:19:58,024 -- SVD++ fold [3] iter 93: loss = 0.7888728, delta_loss = 0.0062246975, learn_rate = 0.18306205
[DEBUG] 2016-12-14 20:19:58,026 -- SVD++ fold [1] iter 95: loss = 0.7574282, delta_loss = 0.0030703715, learn_rate = 0.09610757
[DEBUG] 2016-12-14 20:19:58,027 -- SVD++ fold [5] iter 85: loss = 0.87293375, delta_loss = 0.00492206, learn_rate = 0.1239036
[DEBUG] 2016-12-14 20:19:58,028 -- SVD++ fold [3] iter 94: loss = 0.7824268, delta_loss = 0.006445984, learn_rate = 0.19221514
